epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,45.8476,0.68615,1.03393,1.1053,0.85763,0.40988,0.4649,0.29832,1.71434,2.09221,1.44204,2.5102e-05,2.5102e-05,2.5102e-05
73,46.4412,0.59737,0.63512,0.95735,0.85763,0.40988,0.4649,0.29832,1.71434,2.09221,1.44204,2.46073e-05,2.46073e-05,2.46073e-05
74,46.9834,0.75552,0.87585,1.23109,0.85763,0.40988,0.4649,0.29832,1.71434,2.09221,1.44204,2.40891e-05,2.40891e-05,2.40891e-05
75,47.6636,0.87216,0.85835,1.387,0.85417,0.40887,0.46383,0.29754,1.74133,2.12584,1.44934,2.35472e-05,2.35472e-05,2.35472e-05
76,48.3269,0.61874,0.73644,1.08258,0.85417,0.40887,0.46383,0.29754,1.74133,2.12584,1.44934,2.29819e-05,2.29819e-05,2.29819e-05
77,49.0086,0.79631,1.01417,1.21233,0.85417,0.40887,0.46383,0.29754,1.74133,2.12584,1.44934,2.23929e-05,2.23929e-05,2.23929e-05
78,49.7556,0.74868,0.84053,1.15108,0.85392,0.40922,0.42633,0.28028,1.76771,2.20166,1.48007,2.17805e-05,2.17805e-05,2.17805e-05
79,50.3774,0.78419,0.77039,1.15672,0.85392,0.40922,0.42633,0.28028,1.76771,2.20166,1.48007,2.11444e-05,2.11444e-05,2.11444e-05
80,51.0267,0.87812,0.74512,1.32804,0.85392,0.40922,0.42633,0.28028,1.76771,2.20166,1.48007,2.04848e-05,2.04848e-05,2.04848e-05
81,51.7391,0.66411,0.57995,1.16062,0.85622,0.40896,0.42451,0.2758,1.78004,2.2671,1.51695,1.98016e-05,1.98016e-05,1.98016e-05
82,52.3538,0.65976,0.65521,1.16771,0.85622,0.40896,0.42451,0.2758,1.78004,2.2671,1.51695,1.90949e-05,1.90949e-05,1.90949e-05
83,53.0006,0.60773,0.96251,1.0611,0.85622,0.40896,0.42451,0.2758,1.78004,2.2671,1.51695,1.83646e-05,1.83646e-05,1.83646e-05
84,53.6629,0.62873,0.70955,0.98697,0.8593,0.40941,0.42414,0.27866,1.80148,2.2528,1.52233,1.76107e-05,1.76107e-05,1.76107e-05
85,54.2548,0.58721,0.59949,1.0757,0.8593,0.40941,0.42414,0.27866,1.80148,2.2528,1.52233,1.68333e-05,1.68333e-05,1.68333e-05
86,54.8953,0.82178,0.99959,1.34379,0.8593,0.40941,0.42414,0.27866,1.80148,2.2528,1.52233,1.60323e-05,1.60323e-05,1.60323e-05
87,55.6138,0.52924,0.71113,1.07916,0.8593,0.40941,0.42414,0.27866,1.80148,2.2528,1.52233,1.52077e-05,1.52077e-05,1.52077e-05
88,56.2796,0.68794,0.95708,1.14463,0.86419,0.41058,0.42342,0.27742,1.85523,2.25951,1.54255,1.43596e-05,1.43596e-05,1.43596e-05
89,56.9215,0.52685,0.63992,1.05394,0.86419,0.41058,0.42342,0.27742,1.85523,2.25951,1.54255,1.34879e-05,1.34879e-05,1.34879e-05
90,57.513,0.60048,0.54958,1.01423,0.86419,0.41058,0.42342,0.27742,1.85523,2.25951,1.54255,1.25927e-05,1.25927e-05,1.25927e-05
91,58.1327,0.54778,0.52076,1.02094,0.86419,0.41058,0.42342,0.27742,1.85523,2.25951,1.54255,1.16739e-05,1.16739e-05,1.16739e-05
92,58.7511,0.55138,0.5176,0.8696,0.8641,0.40976,0.42351,0.27625,1.88014,2.21057,1.54168,1.07315e-05,1.07315e-05,1.07315e-05
93,59.3366,0.60398,0.60988,1.07986,0.8641,0.40976,0.42351,0.27625,1.88014,2.21057,1.54168,9.76562e-06,9.76562e-06,9.76562e-06
94,59.9061,0.43752,0.46891,0.89332,0.8641,0.40976,0.42351,0.27625,1.88014,2.21057,1.54168,8.77613e-06,8.77613e-06,8.77613e-06
95,60.4714,0.46477,0.43788,0.90661,0.8641,0.40976,0.42351,0.27625,1.88014,2.21057,1.54168,7.76308e-06,7.76308e-06,7.76308e-06
96,61.0609,0.58736,0.46263,0.98575,0.83385,0.49927,0.51421,0.29489,1.8774,2.05652,1.5197,6.72648e-06,6.72648e-06,6.72648e-06
97,61.6881,0.56582,0.54844,0.9043,0.83385,0.49927,0.51421,0.29489,1.8774,2.05652,1.5197,5.6663e-06,5.6663e-06,5.6663e-06
98,62.2441,0.60097,0.56753,0.98772,0.83385,0.49927,0.51421,0.29489,1.8774,2.05652,1.5197,4.58257e-06,4.58257e-06,4.58257e-06
99,62.8167,0.61148,0.53152,1.04789,0.83385,0.49927,0.51421,0.29489,1.8774,2.05652,1.5197,3.47528e-06,3.47528e-06,3.47528e-06
100,63.4338,0.41764,0.4556,0.9523,0.64313,0.51331,0.53968,0.28757,1.80371,2.09792,1.51618,2.34442e-06,2.34442e-06,2.34442e-06
