epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,10.7753,3.41247,6.04524,4.32588,0,0,0,0,3.38119,5.96769,4.15779,1.43509e-05,1.43509e-05,1.43509e-05
16,11.4157,3.19252,5.3559,4.28092,0,0,0,0,3.38136,5.96783,4.15772,1.51993e-05,1.51993e-05,1.51993e-05
17,12.0293,3.20126,5.56786,4.25439,0,0,0,0,3.38152,5.96839,4.15767,1.60241e-05,1.60241e-05,1.60241e-05
18,12.6929,3.31935,5.33392,4.28377,0,0,0,0,3.38152,5.96839,4.15767,1.68253e-05,1.68253e-05,1.68253e-05
19,13.3351,3.08786,5.61175,4.32221,0,0,0,0,3.38181,5.96865,4.15757,1.7603e-05,1.7603e-05,1.7603e-05
20,14.0594,3.23634,5.4848,4.25617,0,0,0,0,3.38181,5.96865,4.15757,1.83571e-05,1.83571e-05,1.83571e-05
21,14.7128,3.14338,5.49285,4.33714,0,0,0,0,3.38213,5.96927,4.15747,1.90876e-05,1.90876e-05,1.90876e-05
22,15.2963,2.88351,5.66531,4.25437,0,0,0,0,3.38213,5.96927,4.15747,1.97946e-05,1.97946e-05,1.97946e-05
23,15.9267,3.5678,5.54423,4.19172,0,0,0,0,3.38247,5.96953,4.15739,2.0478e-05,2.0478e-05,2.0478e-05
24,16.5233,3.67248,5.41517,4.33284,0,0,0,0,3.38247,5.96953,4.15739,2.11379e-05,2.11379e-05,2.11379e-05
25,17.1459,3.15259,5.4758,4.30519,0,0,0,0,3.38278,5.97075,4.15735,2.17741e-05,2.17741e-05,2.17741e-05
26,17.7458,3.11393,5.50598,4.23438,0,0,0,0,3.38278,5.97075,4.15735,2.23869e-05,2.23869e-05,2.23869e-05
27,18.3793,3.03078,5.53948,4.25765,0,0,0,0,3.38315,5.9716,4.15728,2.2976e-05,2.2976e-05,2.2976e-05
28,18.9601,3.23198,5.31285,4.42149,0,0,0,0,3.38315,5.9716,4.15728,2.35417e-05,2.35417e-05,2.35417e-05
29,19.6181,3.47736,5.62305,4.21642,0,0,0,0,3.38345,5.97205,4.15727,2.40837e-05,2.40837e-05,2.40837e-05
30,20.2003,3.47977,5.41193,4.23052,0,0,0,0,3.38345,5.97205,4.15727,2.46022e-05,2.46022e-05,2.46022e-05
31,20.9158,2.97126,5.3922,4.25441,0,0,0,0,3.38373,5.97274,4.15718,2.50971e-05,2.50971e-05,2.50971e-05
32,21.4898,3.02091,5.52818,4.32296,0,0,0,0,3.38373,5.97274,4.15718,2.55685e-05,2.55685e-05,2.55685e-05
33,22.102,3.2804,5.34329,4.17845,0,0,0,0,3.38398,5.97314,4.15719,2.60163e-05,2.60163e-05,2.60163e-05
34,22.7098,3.40345,5.54051,4.23815,0,0,0,0,3.38398,5.97314,4.15719,2.64405e-05,2.64405e-05,2.64405e-05
35,23.4201,2.92253,5.32171,4.2514,0,0,0,0,3.38421,5.97362,4.15719,2.68412e-05,2.68412e-05,2.68412e-05
36,24.0898,3.29363,5.72637,4.21285,0,0,0,0,3.38421,5.97362,4.15719,2.72183e-05,2.72183e-05,2.72183e-05
37,24.7771,3.09002,5.46862,4.18453,0,0,0,0,3.3844,5.97416,4.15724,2.75718e-05,2.75718e-05,2.75718e-05
38,25.4158,3.14142,5.53121,4.24077,0,0,0,0,3.3844,5.97416,4.15724,2.79018e-05,2.79018e-05,2.79018e-05
39,26.1052,3.57681,5.47129,4.20507,0,0,0,0,3.38466,5.97417,4.1572,2.82082e-05,2.82082e-05,2.82082e-05
40,26.7964,2.60863,5.50288,4.24757,0,0,0,0,3.38466,5.97417,4.1572,2.84911e-05,2.84911e-05,2.84911e-05
41,27.559,3.54689,5.53034,4.30802,0,0,0,0,3.38486,5.97456,4.15729,2.87504e-05,2.87504e-05,2.87504e-05
42,28.2099,3.40768,5.58796,4.21257,0,0,0,0,3.38486,5.97456,4.15729,2.89861e-05,2.89861e-05,2.89861e-05
43,28.8952,2.78394,5.48629,4.33935,0,0,0,0,3.38507,5.97519,4.15739,2.91983e-05,2.91983e-05,2.91983e-05
44,29.5129,3.2172,5.63332,4.30164,0,0,0,0,3.38507,5.97519,4.15739,2.93869e-05,2.93869e-05,2.93869e-05
45,30.1838,3.604,5.4924,4.23474,0,0,0,0,3.38526,5.97592,4.15755,2.9552e-05,2.9552e-05,2.9552e-05
46,30.8369,2.91175,5.52986,4.23539,0,0,0,0,3.38526,5.97592,4.15755,2.96935e-05,2.96935e-05,2.96935e-05
47,31.4718,2.96981,5.57157,4.26853,0,0,0,0,3.38549,5.97607,4.15774,2.98114e-05,2.98114e-05,2.98114e-05
48,32.0739,3.01205,5.46471,4.23694,0,0,0,0,3.38549,5.97607,4.15774,2.99058e-05,2.99058e-05,2.99058e-05
49,32.7289,3.33832,5.71977,4.21221,0,0,0,0,3.38572,5.97622,4.158,2.99766e-05,2.99766e-05,2.99766e-05
50,33.3615,3.24385,5.39114,4.19265,0,0,0,0,3.38572,5.97622,4.158,3.00238e-05,3.00238e-05,3.00238e-05
51,34.0161,2.92506,5.76444,4.25459,0,0,0,0,3.38592,5.9765,4.15817,3.00475e-05,3.00475e-05,3.00475e-05
52,34.6289,3.20862,5.48086,4.18933,0,0,0,0,3.38592,5.9765,4.15817,3.00476e-05,3.00476e-05,3.00476e-05
53,35.3573,3.45962,5.99495,4.27283,0,0,0,0,3.38592,5.9765,4.15817,3.00242e-05,3.00242e-05,3.00242e-05
54,36.0053,3.62464,5.56323,4.28508,0,0,0,0,3.38615,5.9769,4.15856,2.99772e-05,2.99772e-05,2.99772e-05
55,36.6358,3.11856,5.82783,4.2392,0,0,0,0,3.38615,5.9769,4.15856,2.99066e-05,2.99066e-05,2.99066e-05
56,37.2663,3.53182,5.48854,4.21086,0,0,0,0,3.38615,5.9769,4.15856,2.98125e-05,2.98125e-05,2.98125e-05
57,37.8806,2.95955,5.54939,4.2217,0,0,0,0,3.38639,5.97722,4.15899,2.96948e-05,2.96948e-05,2.96948e-05
58,38.5089,2.96227,5.51793,4.19968,0,0,0,0,3.38639,5.97722,4.15899,2.95535e-05,2.95535e-05,2.95535e-05
59,39.1143,2.79581,5.49443,4.20541,0,0,0,0,3.38639,5.97722,4.15899,2.93887e-05,2.93887e-05,2.93887e-05
60,39.7545,3.03943,5.54993,4.38157,0,0,0,0,3.38659,5.97738,4.15945,2.92003e-05,2.92003e-05,2.92003e-05
61,40.3621,3.27543,5.58504,4.24231,0,0,0,0,3.38659,5.97738,4.15945,2.89884e-05,2.89884e-05,2.89884e-05
62,41.0576,3.44662,5.5739,4.2731,0,0,0,0,3.38659,5.97738,4.15945,2.87529e-05,2.87529e-05,2.87529e-05
63,41.6734,3.3852,5.48766,4.23297,0,0,0,0,3.38687,5.9781,4.15999,2.84938e-05,2.84938e-05,2.84938e-05
64,42.2634,3.34483,5.41274,4.22935,0,0,0,0,3.38687,5.9781,4.15999,2.82112e-05,2.82112e-05,2.82112e-05
65,42.8617,2.84671,5.57982,4.24774,0,0,0,0,3.38687,5.9781,4.15999,2.7905e-05,2.7905e-05,2.7905e-05
66,43.475,3.31564,5.72387,4.21966,0,0,0,0,3.38705,5.97783,4.16052,2.75753e-05,2.75753e-05,2.75753e-05
67,44.0757,3.42169,5.2935,4.2405,0,0,0,0,3.38705,5.97783,4.16052,2.7222e-05,2.7222e-05,2.7222e-05
68,44.644,3.34157,5.42813,4.23164,0,0,0,0,3.38705,5.97783,4.16052,2.68451e-05,2.68451e-05,2.68451e-05
69,45.2512,3.04,5.7569,4.19034,0,0,0,0,3.38723,5.97743,4.16108,2.64447e-05,2.64447e-05,2.64447e-05
70,45.8286,3.54226,5.71275,4.32738,0,0,0,0,3.38723,5.97743,4.16108,2.60207e-05,2.60207e-05,2.60207e-05
71,46.4339,3.43162,5.59164,4.28628,0,0,0,0,3.38723,5.97743,4.16108,2.55731e-05,2.55731e-05,2.55731e-05
72,47.1891,3.18628,5.57267,4.28356,0,0,0,0,3.38738,5.97726,4.16164,2.5102e-05,2.5102e-05,2.5102e-05
73,47.8669,2.85537,5.51197,4.25712,0,0,0,0,3.38738,5.97726,4.16164,2.46073e-05,2.46073e-05,2.46073e-05
74,48.5012,3.26276,5.41985,4.26784,0,0,0,0,3.38738,5.97726,4.16164,2.40891e-05,2.40891e-05,2.40891e-05
75,49.1691,3.08958,5.73229,4.18404,0,0,0,0,3.38759,5.97732,4.16231,2.35472e-05,2.35472e-05,2.35472e-05
76,49.844,3.37643,5.50596,4.28414,0,0,0,0,3.38759,5.97732,4.16231,2.29819e-05,2.29819e-05,2.29819e-05
77,50.4645,3.35433,5.37681,4.22045,0,0,0,0,3.38759,5.97732,4.16231,2.23929e-05,2.23929e-05,2.23929e-05
78,51.1288,2.86038,5.4669,4.24883,0,0,0,0,3.38777,5.97724,4.16291,2.17805e-05,2.17805e-05,2.17805e-05
79,51.764,3.22875,5.48905,4.2165,0,0,0,0,3.38777,5.97724,4.16291,2.11444e-05,2.11444e-05,2.11444e-05
80,52.3421,3.73172,5.60969,4.29184,0,0,0,0,3.38777,5.97724,4.16291,2.04848e-05,2.04848e-05,2.04848e-05
81,53.0541,2.85722,5.55453,4.21397,0,0,0,0,3.38804,5.97709,4.16359,1.98016e-05,1.98016e-05,1.98016e-05
82,53.6715,3.1129,5.559,4.20636,0,0,0,0,3.38804,5.97709,4.16359,1.90949e-05,1.90949e-05,1.90949e-05
83,54.3897,3.07228,5.45812,4.23761,0,0,0,0,3.38804,5.97709,4.16359,1.83646e-05,1.83646e-05,1.83646e-05
84,55.0711,3.16255,5.52052,4.21284,0,0,0,0,3.38826,5.97713,4.16423,1.76107e-05,1.76107e-05,1.76107e-05
85,55.6951,3.34486,5.47648,4.24866,0,0,0,0,3.38826,5.97713,4.16423,1.68333e-05,1.68333e-05,1.68333e-05
86,56.295,3.55611,5.48528,4.2201,0,0,0,0,3.38826,5.97713,4.16423,1.60323e-05,1.60323e-05,1.60323e-05
87,56.9164,2.84997,5.31119,4.20235,0,0,0,0,3.38826,5.97713,4.16423,1.52077e-05,1.52077e-05,1.52077e-05
88,57.5629,2.93585,5.89026,4.29371,0,0,0,0,3.3884,5.9772,4.16569,1.43596e-05,1.43596e-05,1.43596e-05
89,58.1407,2.82132,5.50057,4.29564,0,0,0,0,3.3884,5.9772,4.16569,1.34879e-05,1.34879e-05,1.34879e-05
90,58.7619,2.80252,5.43217,4.2685,0,0,0,0,3.3884,5.9772,4.16569,1.25927e-05,1.25927e-05,1.25927e-05
91,59.3671,2.70805,5.61494,4.21477,0,0,0,0,3.3884,5.9772,4.16569,1.16739e-05,1.16739e-05,1.16739e-05
92,60.0197,2.98589,5.51659,4.29638,0,0,0,0,3.38845,5.97712,4.1665,1.07315e-05,1.07315e-05,1.07315e-05
93,60.7229,2.77607,5.53718,4.22637,0,0,0,0,3.38845,5.97712,4.1665,9.76562e-06,9.76562e-06,9.76562e-06
94,61.2767,2.92135,5.7313,4.23914,0,0,0,0,3.38845,5.97712,4.1665,8.77613e-06,8.77613e-06,8.77613e-06
95,61.8565,3.11951,5.59594,4.20138,0,0,0,0,3.38845,5.97712,4.1665,7.76308e-06,7.76308e-06,7.76308e-06
96,62.4844,3.03225,5.45143,4.24243,0,0,0,0,3.38851,5.97729,4.16727,6.72648e-06,6.72648e-06,6.72648e-06
97,63.0724,2.99724,5.68081,4.31654,0,0,0,0,3.38851,5.97729,4.16727,5.6663e-06,5.6663e-06,5.6663e-06
98,63.6805,2.97761,5.59591,4.23,0,0,0,0,3.38851,5.97729,4.16727,4.58257e-06,4.58257e-06,4.58257e-06
99,64.2658,2.92959,5.69835,4.23131,0,0,0,0,3.38851,5.97729,4.16727,3.47528e-06,3.47528e-06,3.47528e-06
100,64.8942,3.04385,5.66754,4.25135,0,0,0,0,3.38857,5.97758,4.16783,2.34442e-06,2.34442e-06,2.34442e-06
