	610	620	600	610
	630	620	610	620
	630	620	660	630
	600	610	680	610
	610	620	700	590
	620	610	690	600
	630	580	660	620
	590	590	660	650
	600	590	660	680
	600	630	660	
	600	640	660	
	580	620	640	
	590	590	630	
	600	580	650	
	600	590	670	
	580	600	690	
	560	630	680	
	570	650	640	
	570	650	610	
	570	660		
	550	650		
	540	630		
	550	620		
	550	610		
	590	590		
	580	580		
	550	600		
		650		
		690		
		670		
		670		
		700		
		700		
		710		
		670		
		630		
		640		
		630		
		640		
		600		
		590		
