epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,142.914,3.25822,5.56632,4.19149,0,0,0,0,3.38967,5.9795,4.16492,1.25927e-05,1.25927e-05,1.25927e-05
91,144.595,3.02974,5.67105,4.29586,0,0,0,0,3.38967,5.9795,4.16492,1.16739e-05,1.16739e-05,1.16739e-05
92,146.177,2.87044,5.83196,4.26719,0,0,0,0,3.39523,5.97972,4.16621,1.07315e-05,1.07315e-05,1.07315e-05
93,147.745,2.7221,5.45584,4.31591,0,0,0,0,3.39523,5.97972,4.16621,9.76562e-06,9.76562e-06,9.76562e-06
94,149.248,2.77599,5.71555,4.24892,0,0,0,0,3.39523,5.97972,4.16621,8.77613e-06,8.77613e-06,8.77613e-06
95,150.77,2.47563,5.48221,4.29197,0,0,0,0,3.39523,5.97972,4.16621,7.76308e-06,7.76308e-06,7.76308e-06
96,152.343,2.61172,5.46314,4.22883,0,0,0,0,3.39558,5.9803,4.16734,6.72648e-06,6.72648e-06,6.72648e-06
97,153.954,2.80528,5.73536,4.31397,0,0,0,0,3.39558,5.9803,4.16734,5.6663e-06,5.6663e-06,5.6663e-06
98,155.472,2.63896,5.51239,4.27982,0,0,0,0,3.39558,5.9803,4.16734,4.58257e-06,4.58257e-06,4.58257e-06
99,157.008,2.80258,5.67176,4.22799,0,0,0,0,3.39558,5.9803,4.16734,3.47528e-06,3.47528e-06,3.47528e-06
100,158.584,2.74436,5.68082,4.24839,0,0,0,0,3.39073,5.98121,4.16809,2.34442e-06,2.34442e-06,2.34442e-06
